iter	Logloss
132	0.008350898777
133	0.008291069678
134	0.00825805149
135	0.008237540079
136	0.00818542391
137	0.008075854088
138	0.008047635317
139	0.008031420241
140	0.007987607943
141	0.007941002919
142	0.00781544794
143	0.007671254086
144	0.00762863396
145	0.007615553072
146	0.00756402669
147	0.007528024887
148	0.007487780752
149	0.007398468632
150	0.007270279113
151	0.007254797037
152	0.007149268953
153	0.007132341194
154	0.007121501888
155	0.007078653024
156	0.007044290154
157	0.006970066703
158	0.006952180482
159	0.006931247495
160	0.006829107029
161	0.006649646097
162	0.006612993968
163	0.006597206993
164	0.006518887312
165	0.00633803678
166	0.00630887029
167	0.006278179421
168	0.006264303733
169	0.006248192045
170	0.006189398856
171	0.00613026394
172	0.006104499589
173	0.006078654872
174	0.006053197144
175	0.00603954705
176	0.006027490468
177	0.005926447141
178	0.005891372383
179	0.005809788206
180	0.005752360162
181	0.005706587402
182	0.005683039104
183	0.00566852163
184	0.005646034188
185	0.005637719165
186	0.005597744665
187	0.005570704155
188	0.005549917856
189	0.005536235537
190	0.005515596827
191	0.005486403892
192	0.005467303445
193	0.005443101572
194	0.005325912275
195	0.005217578377
196	0.00517915328
197	0.005148628859
198	0.005114197824
199	0.005051184024
200	0.005044205142
201	0.005020681432
202	0.004968070973
203	0.004881091107
204	0.00482295408
205	0.004775984055
206	0.004734111238
207	0.004723811457
208	0.004680545779
209	0.004631007218
210	0.004604322333
211	0.00457247425
212	0.004532567438
213	0.004467634062
214	0.004419876903
215	0.004404984827
216	0.004389250023
217	0.004339515148
218	0.00431698564
219	0.004301826261
220	0.004293415992
221	0.0042340508
222	0.004220459456
223	0.004180438819
224	0.004168758629
225	0.004152096025
226	0.004145372974
227	0.004123049844
228	0.004113249816
229	0.004079321916
230	0.004073950735
231	0.004030405301
232	0.004004333717
233	0.003997417748
234	0.003959924046
235	0.003950793243
236	0.003938358423
237	0.003929397436
238	0.003887813592
239	0.003863747691
240	0.003856533785
241	0.003841017825
242	0.003811958953
243	0.003787464395
244	0.003759595096
245	0.003751452209
246	0.003710094105
247	0.003704687183
248	0.003700465272
249	0.003695593937
250	0.003671093371
251	0.003654031258
252	0.003629903637
253	0.003626165805
254	0.003606033956
255	0.003546773267
256	0.003507610635
257	0.003500250638
258	0.003471806869
259	0.003461161423
260	0.003452887696
261	0.003442734629
262	0.003439227868
263	0.003425291163
264	0.003404220467
265	0.003397082312
266	0.003372673464
267	0.003364253858
268	0.003346848188
269	0.003315116291
270	0.003281735011
271	0.003258069162
272	0.0032438407
273	0.003238789907
274	0.003233237054
275	0.003226615945
276	0.003219290164
277	0.003213237398
278	0.003199294778
279	0.003193331873
280	0.003135026211
281	0.003129318381
282	0.003105194739
283	0.003078394252
284	0.003067733926
285	0.003062604253
286	0.00304499544
287	0.003027144071
288	0.003024503935
289	0.003014734131
290	0.003003992988
291	0.002996442129
292	0.002989005639
293	0.002985288866
294	0.002979416406
295	0.002931667814
296	0.002926859233
297	0.002919894382
298	0.002912968732
299	0.002900824131
300	0.002896325768
301	0.002892563746
302	0.002874297764
303	0.00284664089
304	0.002839503027
305	0.002820228838
306	0.00277480929
307	0.002763907442
308	0.002741964312
309	0.002738172903
310	0.002734003614
311	0.002728152426
312	0.002687994956
313	0.002665429349
314	0.002659395229
315	0.002655346225
316	0.002651222901
317	0.002645777043
318	0.002642064885
319	0.0026376606
320	0.002634314995
321	0.00262831769
322	0.002626343237
323	0.002614396342
324	0.00261145307
325	0.002595980688
326	0.002590954456
327	0.002587163444
328	0.002583529743
329	0.002580055552
330	0.002572107665
331	0.002551011533
332	0.002521097653
333	0.002517965933
334	0.002514770795
335	0.002509318386
336	0.002504480205
337	0.002499915506
338	0.002486513008
339	0.002482076577
340	0.002479180888
341	0.00247086902
342	0.002459324935
343	0.002455825919
344	0.002437821802
345	0.002419599583
346	0.002395481405
347	0.002390719346
348	0.002388289885
349	0.002375712264
